author,comment,likes,published_at,comment_id
@Ang3lzzzzCr33dPR,I miss when US elections where boring and didnt end up in riots in the capitol or placing a dumb celebrity in the white house.,493,2024-10-17T15:32:36Z,UgwUfhAK9FsRnkPkmQF4AaABAg
@lfordnbigd,Thank you for covering ridiculous Ken Paxtons raid on LULAC workers. Most of us are embarrassed by our ridiculous AG.,493,2024-10-17T15:15:13Z,UgxhPf1ggadqbbrntjR4AaABAg
@matt1863,"If youre in a country illegally and youd like to stay there, one of the things you dont do is register to vote. Why would these people risk their position just to vote? Staggeringly stupid.",676,2024-10-17T14:53:29Z,UgzDHcFCeNZuVMrlUGV4AaABAg
@MGSFoxhound,HBO Max really need to start releasing these after it airs. Theres no reason for these to hit any later than Monday.,302,2024-10-17T14:27:00Z,UgyIWwZU6W6qpxHBnhJ4AaABAg
@annh.8290,"Being the grandmother of 6 young girls, the thought of HIM winning, is chilling, and his response if he loses is keeping me up at night!",511,2024-10-17T14:21:59Z,UgwwZ-dSlciOwOiS7h54AaABAg
@omi_god,"Here is the thing. Noncitizens cannot register to vote. How could they, when you have to show PROOF OF CITIZENSHIP when you register? When I registered to vote, it was at the same time I got my drivers license  you know  that time when you HAVE TO SHOW YOUR BIRTH CERTIFICATE TO GET ONE.",659,2024-10-17T13:16:04Z,Ugx-A5GovMA3SfxQA9t4AaABAg
@brownbear112,"Yes because when Im escaping a country I cant be in anymore, I too go straight to the voting polls LOL",657,2024-10-17T13:09:56Z,Ugy81lm5hVp4PyOE88l4AaABAg
@yeetyeet7070,Called a young Michigan genius by John Oliver is going on my resume,167,2024-10-17T12:50:48Z,Ugw_PTVEIemvs4-Mm-x4AaABAg
@peacheswilliams4539,"No Trump, you dont have the RIGHT to interfere with elections...Like calling elections officals begging for votes you dont have..",421,2024-10-17T12:48:27Z,UgxYTrcdnxRryg1bK8x4AaABAg
@Steve-xo5pq,"I love how these people think they can tell if someone os an illegal immigrant just by looking at them, thats wild ",211,2024-10-17T12:47:37Z,UgzZxKRzxyy9h0XyBvR4AaABAg
@springspring6180,We needs to hold Fox News accountable for all the lies.,398,2024-10-17T12:42:58Z,UgwZ6x55kMEQ7MmBD8V4AaABAg
@BlueSkyChroniclez,In Africa we have two sayings 1 Every thief thinks everyone else is a thief. 2 A guilty conscience needs no accuser.,450,2024-10-17T12:38:23Z,UgxkZSGdADh5leeVmjh4AaABAg
@johnathanrhoades7751,Its a disgrace that Paxton is still in office. An absolute disgrace.,414,2024-10-17T12:38:00Z,UgysinkYp0Wttv916Lh4AaABAg
@CheekyLegalCheek,"You know, as a European, theres really nothing like my weekly dose of I am so happy I dont live in the US",188,2024-10-17T12:34:20Z,UgyXLS0GGw9hujZE8U54AaABAg
@Spiral.Dynamics,A failed coup without consequences is only a dress rehearsal.,1893,2024-10-17T12:33:06Z,UgyauNhUZjP7RUkCJop4AaABAg
@sigonellapc2,The goal is to wear you down and become disinterested through exhaustion.,2521,2024-10-17T12:32:49Z,UgxuEazCaUT25xGUMHt4AaABAg
@SarahAbramova,"If I lose, you cheated. If I win, it was fair.",7936,2024-10-17T12:21:09Z,UgxS8VJcpnK3d-uY-Hp4AaABAg
@Zananos,"Ah that explains why my mom, who has been registered since she was 18 now 66, got a letter saying her right to vote was revoked and she needs to reapply.",180,2024-10-17T12:16:49Z,Ugxt9jncaIvhzmnQilh4AaABAg
@vollstandig6355,"I voted stickers! Make them unique collectables! People will suddenly vote, JUST to get the exclusives xD",446,2024-10-17T12:02:10Z,Ugyf4GaEYdnfjO7YLwJ4AaABAg
@MrLuc420,How this is a close race is just beyond baffling.,1699,2024-10-17T11:51:27Z,Ugz4dsy8Qu_1W7r-HOl4AaABAg
@jessetorres8738,"Legitimate question Why is it in most states convicted felons lose their right to vote, yet Trump can still run for President despite being a convicted felon?",279,2024-10-17T11:41:09Z,UgzedmawxOBd27beH0V4AaABAg
@ryshow9118,Im happy to report that Judge McBurney smacked that Georgia handcount law down ,2272,2024-10-17T11:28:12Z,UgyRkaK6OwlOm6697tl4AaABAg
@ronaldeliascorderocalles,"For some good news a judge blocked those new hand counting norms in Georgia, saying they were unreasonable and that they are obligated to certify the election results in time",9875,2024-10-17T11:28:03Z,UgyJJtbMHlh_T2GAYV54AaABAg
@Makrel94,In Denmark we have a saying that goes A thief believes that everyone steals.,20912,2024-10-17T11:24:58Z,Ugy_F5MCvJz7YvQxwOF4AaABAg
@Nefville,"I feel like I earned a sticker watching this show... earned with a sense of overwhelming dread, a little comedy relief and then jesus christ what happened?!?",381,2024-10-17T11:23:24Z,UgyZE03gXSgJfP6Zaqt4AaABAg
@keiyakins,Not getting stickers is the one thing i hate about voting by mail ,358,2024-10-17T11:19:58Z,Ugz1gQqWMNK0ASPvUjt4AaABAg
@uncledubpowermetal,You can tell that white lady was JUST at the DMV lol lookong around like its looking a little illegal in here,753,2024-10-17T11:18:42Z,UgxhngWDcqHXPFoFVRh4AaABAg
@michellestella7477,"Americans, please go out and vote. Do not sit this one out. When America sneezes, the world catches a cold. This isnt just about you guys anymore. ",616,2024-10-17T11:07:31Z,Ugy141zk3J3YBviAVsN4AaABAg
@laalaa99stl,Submitting frivolous voter registration challenges should have consequences. Like with significant fines and jail time.,208,2024-10-17T11:01:09Z,UgwDMNff9-KJ8h2TPct4AaABAg
@SN-sz7kw,"Thank you, Sir. The vast majority of Americans are with you. Were fed up  exhausted with the insanity.",310,2024-11-05T17:24:36Z,UgwvPzNxaQ_nXGTh7cJ4AaABAg
@marilynking6623,Thank you for standing up for democracy ,223,2024-11-05T16:58:22Z,UgzD5nee8sXa4IdpsDp4AaABAg
@AfrodityJones,YASS! Let them know before they moveWE ARE NOT TAKING IT! We are NOT going back! IM TIRED of these bullies!,207,2024-11-05T14:51:20Z,Ugx2UBo7Ks3A4m_pmyh4AaABAg
@Michael39158,Amen! This message should be coming from every district in every state!,279,2024-11-05T12:32:15Z,UgxjwI0DDur_2yUDg-54AaABAg
@butdoyou1970,This needs to be nation wide..,157,2024-11-05T12:20:07Z,UgwRVjHLr8WYiCAMSXx4AaABAg
@dorothyesked1802,Thank you for protecting the people of Philly.,410,2024-11-05T12:07:32Z,Ugz0A_D0rqV3jM9B7dF4AaABAg
@johncarmanarts,Finally someone with some integrity and balls to back it up,230,2024-11-05T08:46:42Z,UgwQzqj-DS5cxwBQv3h4AaABAg
@N83Gaming,"Finally someone with some dame balls! Im from Missouri, but just go a lot more respect for Philly!!! Lets go brother, speak the truth!!!",827,2024-11-05T07:20:00Z,UgznH7X7LVkwwynzp6V4AaABAg
@alanblaisdell1164,Hes not messing around!!! Im glad someone is speaking out in advance! Thank you Larry Krasner!,238,2024-11-05T06:46:22Z,UgyRuSgMXANLcb8Vpbt4AaABAg
@janetblanc7658,"America, you need more people like this man in your justice system",3057,2024-11-05T06:08:43Z,Ugxes-2Z5ScfK04RuaV4AaABAg
@leahwhiteley5164,Finally an elected official  with some balls. About time.,653,2024-11-05T05:51:47Z,UgxnxnpNfDc_5KbIqvl4AaABAg
@harrymah2786,Thank goodness someone is standing up for America.,584,2024-11-05T05:41:07Z,Ugwp36AY7nx7vqQljuN4AaABAg
@avothfis,People like these will save the republic. Faith restored.,195,2024-11-05T05:28:05Z,UgysM1tdLz6hdwOvSud4AaABAg
@TheChosenOne269,"Thank you sir, we are tired of this nonsense",542,2024-11-05T05:17:07Z,UgynLkOWrxxyflM-Zm54AaABAg
@jezebeldarkness5065,Thank you. Finally someone laying down the line!!!!!!,234,2024-11-05T05:15:08Z,UgzUUpkAWeGPbyzIFBh4AaABAg
@alwaysrockn2009,Finally someone puts their foot down on this nonsense. Rock on!,6037,2024-11-05T03:12:57Z,Ugz5Ad1ERts81qw4TB54AaABAg
@lisafalcon6595,Perfect message for the ones that dont like the outcome or TRUTH!!,158,2024-11-05T03:05:46Z,UgxXZo657i7PELADYhV4AaABAg
@torontoyao,Every DA should be talking like this!!!,453,2024-11-05T03:04:47Z,UgwsJY6x_YVStkVmZgZ4AaABAg
@BSLO48,Thank you! All District Attorneys need to be doing a public broadcast like this. I dont care which party he belongs to I like this guy.,889,2024-11-05T02:57:06Z,UgyyFhosfUdxKDNlKGl4AaABAg
@cecilr7986,"We need this same type of law enforcement nationwide, not just in a few jurisdictions.  FAFO!",179,2024-11-05T02:50:43Z,Ugx9nds-89S_F0DYVzp4AaABAg
@anthonycoleman9593,"Republicans MAGA, are you listening?",1197,2024-11-05T02:46:54Z,UgxEN7UJfhHajFOpAUp4AaABAg
@dylansapp6804,Desantis would never say that. Hes doing the interfering.,253,2024-11-05T02:44:20Z,UgxFzD8juUl5egFAjVh4AaABAg
@theonly1258,DA standing on Election Day business..hes saying vote and move on PERIOD !!.,276,2024-11-05T02:43:16Z,Ugzi9tLziVtxjhabbQN4AaABAg
@victormuhammad2678,Time to meet Force with force when dealing with MAGA,1574,2024-11-05T02:43:01Z,UgzuW2zA45VB8E8ltep4AaABAg
@jaimeolivas8065,This is the language Trumper understands,2681,2024-11-05T02:42:17Z,Ugz9_p0NgQ5Ud1A04St4AaABAg
@BLEYNN,This should be coming from the Whitehouse ,311,2024-11-05T02:35:24Z,UgyKUehoU-DSLNJCxLB4AaABAg
@terloksinghsidhu6879,Put Elon musk behind bars pls,156,2024-11-05T02:31:24Z,UgwoQOwNEDR0iIjjHp94AaABAg
@kenlandon6130,Heck yeah my man Larry! Going after Elon and other assorted criminals,219,2024-11-05T02:31:01Z,UgxeHrHlGohrpVkBKGF4AaABAg
@Piece4all,The time has come to TURN THE PAGE and END tRumps rage!,1507,2024-11-05T02:28:27Z,UgyClDlDfT0MkEsRGRp4AaABAg
@derrekOTR,Thank you sir! This should be bipartisan,505,2024-11-05T02:27:43Z,Ugx682Pixa436F5O2Dx4AaABAg
@Upthecreekwithoutapaddle,Its what this government and previous are good at. Interfering in other countries instead of sorting out our mess.,187,2024-10-24T09:11:20Z,UgycSaHmogAsqOJSQKR4AaABAg
@QUEEG500_,"If no rules were supposedly broken, why did Labour cancel the trip?",165,2024-10-24T09:00:03Z,UgxkSHwyfwGn56-xPFx4AaABAg
@donnanorton4092,"You have  the power to stop them, so do it. American people deserve a fair election",151,2024-09-21T17:43:42Z,Ugw7wAYaqvyUzpml4qp4AaABAg
@SeanSR,STOP TALKING ABOUT IT AND START DOING SOMETHING ABOUT IT!,230,2024-09-19T13:26:34Z,UgzcjN0Df-jlKsPQRYF4AaABAg
@edwardadams7408,The American People is so tired of the government playing games with their lives.,181,2024-09-19T11:07:10Z,UgxYoQew3lzZIPruh994AaABAg
@Henryhanson-j2y,Hold these people accountable !,238,2024-09-19T01:24:56Z,UgxocSyF11MDWPeAfC54AaABAg
@tammyscott3706,Get a spine Speaker Johnson!! We The People demand fair and honest elections!!,248,2024-09-19T01:19:06Z,UgxCvONx3B0Vy4q1O8Z4AaABAg
@shawnshort5218,Sick of the Democrats corruption,231,2024-09-18T20:53:14Z,UgwNzd3IxWMaUSeDISR4AaABAg
@daraabramabram7483,ITS ACTUALLY CALLED CHEATING,258,2024-09-18T20:42:26Z,Ugzf3jzwkaf0guMeJQJ4AaABAg
@jasondeaver2117,Despite the many warnings there will be atleast one person who will find out,242,2024-11-05T07:50:39Z,UgxJakLvl0Y_ytmTScJ4AaABAg
@Mikkolo-c5t,Can someone play this on fox news .,167,2024-11-05T04:10:40Z,UgymVlQaz2F4ufuhqNV4AaABAg
@kindregards4721,They need to say this in all States!  Why is he not on the ballot!!,183,2024-11-05T02:53:29Z,UgwYY8eBFyoTLPsMwX54AaABAg
@MariusErasmus-o6c,"Its crazy how beautifully this aged for Sam. Kamala conceded immediately, and there was no uprising like Ben said.",940,2024-11-09T16:31:22Z,UgwgeJYMjmeLiTpOHwd4AaABAg
@mattsardina3458,"Post election, this clip did not age well for Shapiro. He was proven wrong and Sam was right.",342,2024-11-09T04:46:44Z,UgxfW944fz4txR7LJmF4AaABAg
@SpaceBoomerBill,Whats the point of talking with Shapiro if he is going to just pretend to play dumb the whole time? Its a disingenuous conversation.,361,2024-11-04T02:31:01Z,UgwmrM2z46THUPNPvTZ4AaABAg
@issa.israel,Never seen Shapiro win a debate against someone over 22 years of age.,337,2024-11-03T16:06:04Z,UgzD_Zk3dIGiY_piZEh4AaABAg
@tenjisaga,Ben is not an idiot... And thats what makes him infinitely more disgraceful than the rest of his MAGA brethren.,266,2024-11-03T04:53:17Z,UgxzRjKEjeItq2QrUW94AaABAg
@Nick-1117,Ben always loses the argument when hes not debating an 18 year old freshman of a college campus.,177,2024-11-02T20:55:58Z,UgyiUC-KVLiOx18CaWR4AaABAg
@SamLowry42,"I have no idea who Putin wants to win the election.  Right, Ben.  Riiiiiiggggght",272,2024-11-02T20:37:23Z,Ugysdgly5d0QBL4FsEN4AaABAg
@TheLongestTake,Ben Shapiro 2024  Trump left peacefully.,626,2024-11-01T16:49:25Z,UgxNeEayYTbA-OOXzNl4AaABAg
@leonasloan7618,Bens integrity is questionable.  I no longer believe he is a moral or even thoughtful man.,160,2024-11-01T10:13:26Z,UgzJs832YrL5JcwmF3d4AaABAg
@flyingartgirls1,There was a successful transition of power. That is not the same thing as PEACEFUL transition of power.,438,2024-11-01T10:12:50Z,UgzozhdOb1jrlsXhtkB4AaABAg
@RSP965,"Literally cant even listen to Ben Shapiro  hes totally full of shit. Lives on a different planet. Bad faith actor. Thank theUniverse for Sam to come in here and shut this fast talker down, like only Sam can.",773,2024-10-31T21:38:04Z,UgwPJw4GxqQpOD1dpiF4AaABAg
@MatthewMortensen1,"Ben Shapiro knows that if he goes against Trump, his fan base is gone.",4029,2024-10-31T21:29:09Z,UgyqIIF_EQ_7DByzFp54AaABAg
@ezOqekuRitusohI,Ben just said we had a peaceful transfer of power?,305,2024-10-31T21:29:09Z,UgyYytY8BiCKi0iUlxl4AaABAg
@ZachGood,0425 is one of the most disingenuous arguments Ive ever heard. Saying Trump left peacefully is like saying a squatter left peacefully after he trashed your house.,1978,2024-10-31T21:06:18Z,UgyGipVI1mj9LzPcSIJ4AaABAg
@billybobthornton9668,"Go back and watch Bens video immediately after J6 and then watch the mental gymnastics he does now. Thats audience capture my friends, and its a horrific destructive thing.",267,2024-10-31T20:54:19Z,Ugyu7AfJdzuHfFvvcAx4AaABAg
@charlesglegg7330,Wow! Shapiro has lost the plot. Its as if he has divorced himself from the collective reality we live in. How does he have a platform?,183,2024-10-31T20:32:02Z,UgwVaQJc8eRFB3saDUB4AaABAg
@dlindstadt,Ben Shapiro has got to be the most full of shit person on the whole internet right now,385,2024-10-31T20:15:23Z,UgxDf1H4ItVoW4jSdzd4AaABAg
@jamadon2780,Utterly amazing how calm Sam stays amidst the utter bullshit from Shapiro like that we actually did have a peaceful transfer of power.,544,2024-10-31T20:02:32Z,UgzB_d_sc2Qu3m-OTV54AaABAg
@arnaldoleon1,Every time Ben debates Sam you can clearly see the 40 point IQ gap in Sams favour. Ben is just flailing here,314,2024-10-31T20:01:39Z,UgxQiA5IZu__ly89uRB4AaABAg
@thep751,"When you tried to rob a bank and it was not successful but you get caught, can you argue that nothing has happened?  No money was lost and bank went back to operating the way it did before, so no harm done?",547,2024-10-31T19:52:16Z,UgzndiT4J7r2nUl0TfZ4AaABAg
@goodmorningsteve,Cant help but get the impression Ben is working backwards from his conclusions,888,2024-10-31T19:51:59Z,UgzASSb3wmYGmgLTrQt4AaABAg
@melange78,Remember when Mitt Romney was the most controversial candidate?,608,2024-10-31T18:58:01Z,Ugy4wdn7-TwqnV4kfkp4AaABAg
@ddgilad,Trump may not be Hitler. But if theres one thing Hitler taught me is that when populist leaders with a personality cult are in business things might get really weird really fast.,487,2024-10-31T18:57:17Z,UgwS0900xeoElzm5Hkx4AaABAg
@rollyknevels3570,Shapiro is being petty most of the time.,176,2024-10-31T18:53:53Z,UgyeBzp_f-7sDuQg4cl4AaABAg
@LasVegas68,"Dont you worry Tina theres a lot more people going to prison, youre not alone!",164,2024-10-03T20:48:18Z,UgwrzkUUO3093Lk0keJ4AaABAg
@richardcummings7079,This needs to be handed down to all the election interference officials.,471,2024-10-03T20:44:16Z,Ugz9s0h5dcPHjQy4He54AaABAg
@justayoutuber1906,Thank you Judge for Making Accountability Great Again!,344,2024-10-03T20:42:28Z,UgzsYcksad388x_-f914AaABAg
@sethc4758,have fun spending 9 years in prison for a guy that could care less about you or anyone else besides himself. just a pawn in his game..,283,2024-10-03T20:34:01Z,UgysiECP_FVOVF-w48J4AaABAg
@silvergoddess3362,Its about time. This woman is vile and a criminal. GoToPrisonTina,235,2024-10-03T20:03:11Z,UgyhRd0eKPrYsdqx__54AaABAg
@GamesFromSpace,Thats more than twice as long as her guy was in office.,297,2024-10-03T20:02:11Z,Ugz0zEYsnuvQP1iIbp94AaABAg
@southendbos,The unadulterated arrogance of this woman is astonishing.,439,2024-10-03T19:48:35Z,UgwBK-SSITHDZhX1pjh4AaABAg
@christopherrobin7413,Rich people posing as saviors to the working class. This is why teaching and learning history is so important.,1268,2024-10-09T18:52:31Z,UgwStbl0Umafuujn-N94AaABAg
@jotho7,"So , Elon can give people 47 dollars to register voters yet me giving a bottle of water to someone standing in line is a criminal offense ?",2562,2024-10-08T19:56:12Z,UgzpyVnURPWk-BR531l4AaABAg
@jasonlindbeck8023,This election genuinely terrifies me,368,2024-10-08T19:39:30Z,UgwnMwkbvWAL1CH-aT14AaABAg
@notthegoodgirl,Never trust a billionaire.,350,2024-10-08T18:23:09Z,UgxHlHMjoi5la_prM1p4AaABAg
@modernorpheus,We dont have free speech they said at a rally. And on their social media platforms. Repeated by the news media.,252,2024-10-08T16:20:52Z,UgyfLPh7H5KgBDH0hWR4AaABAg
@fritzhaselnuss7852,Idiocracy...we are living it RIGHT NOW,327,2024-10-08T15:38:35Z,UgwILc0yAhpt1GlcitZ4AaABAg
@Shinmsl,Its peak irony to have the gall to be rousing gun nuts behind a bulletproof glass,1242,2024-10-08T15:02:07Z,UgxWD55QAMuuom7QpfF4AaABAg
@sledgetammer9167,"I vaguely remember a time when vile subhumans like Trump, MTG, Boebert, Gaetz, and the rest would have been kicked out of the GOP while everyone laughed at them.",304,2024-10-08T14:08:26Z,UgzvGkBXZEe5zii6oFJ4AaABAg
@Mallory-Malkovich,Alexa isnt wrong. There is no rational reason to vote for Trump. Everyone who is doing so is doing it out of fear or spite.,533,2024-10-08T12:48:25Z,Ugw2qv8RnTBsyNACfTF4AaABAg
@jessebilla,MTG should be forcefully removed from office.,250,2024-10-08T12:29:32Z,UgyQsXBaExyq5uOuSlV4AaABAg
@justincase9337,Not the party who say theyre for the working class and the people being lead by 2 billionaires.  REPUBLICAN VOTERS ARE DELUSIONAL!!!,369,2024-10-08T09:37:34Z,UgyKau-uZy9Cxwlfgl14AaABAg
@no-one-o1o1,"Musk, and Trump, are the best argument for a wealth cap and for bringing back Eisenhowers 92 marginal tax rate",3302,2024-10-08T08:16:47Z,UgxafraHQiq_r0w_ejx4AaABAg
@ricardomayorga9352,I really....really dislike a large section of the population of this country.   Its exhausting how ridiculous they are,274,2024-10-08T07:48:01Z,Ugy-8x74D06FnTzEo2R4AaABAg
@rebeltuba9422,"That last minute or so is the best Ive heard from Jon Stewart. Thanks, Jon.",192,2024-10-08T07:27:30Z,UgxC4Ox4cb5DyQXe8fF4AaABAg
@BarbaraW-l1y,They are both so bizarre and frightening!!!,249,2024-10-08T07:24:10Z,UgwQJcPCsbEgviyhH0J4AaABAg
@veeralpatel2802,Im South African  completely embarrassed Elon was born South African. Please keep him or let him live in space.,151,2024-10-08T06:23:28Z,UgysP7qyvfB-viEmuyZ4AaABAg
@TheeAntiChris,"Today I voted for HarrisWalz and democrats across the ballot! Did my homework, read up, and watched videos on all the council members and props! Took me at least 45 minutes to vote, but it was worth it. ",189,2024-10-08T06:01:35Z,UgzC6T8YlSkkFa6Wz3B4AaABAg
@iamconfusion1791,"I think Jon has aged so gracefully and he looks very dapper. Most importantly, he hasnt lost his touch and is still a hilarious guy.",688,2024-10-08T05:16:46Z,UgyYbrPA8Yeu3OpI4Vl4AaABAg
@YesJustice,......Nothing about a MAD MAN surprises me...Trump is a pure lunatic I  have been a Republican  way back before Trump joined us. He is a sick man..VOTING HIM OUT IS THE BEST THING TO DO....I am voting Democrats  2024...,256,2024-10-08T05:12:38Z,UgzvMhN1Kcz-KHV4RBN4AaABAg
@jodiecarlson6955,MTG is the dumbest person to ever manage to get into national office.,2310,2024-10-08T04:30:54Z,UgygCC7999yfptpLAjJ4AaABAg
@WingsOfDay,"Very strange to see Musk who was born and raised in Apartheid South Africa to be preaching about the Constitution, guns and democracy.",651,2024-10-08T04:21:47Z,UgxIutO0FWgG3OdSsEl4AaABAg
@AnaInTh3Sky,"2 billionaires who own their own social media platforms  newspapers complaining about free speech to poor, uneducated folk... its just perverse",14922,2024-10-08T04:12:14Z,Ugwrcbq8wajJgDvDTVN4AaABAg
@steverichards1482,It is no shock that trump is trying to force himself on America after she said no,2409,2024-10-08T04:11:16Z,Ugwu04bFzSdSE30pJK94AaABAg
@patmang9099,So glad I never bought a Tesla or made a twitter account. Elon is insane and needs to be brought down.,165,2024-10-08T04:11:03Z,UgxxoxL_vo24F2Xz3Xx4AaABAg
@gbly3159,DARK MAGA supports CROOKED MAGA. Give them both capes  call it a wrap! Straight up Tomfoolery ! I just John Stewart !,181,2024-10-08T04:04:15Z,UgyAMwP6dzFZT2D6C0p4AaABAg
@michaelsotomayor5001,"Everyone please keep making fun of that cyber truck he made. Consumer Reports gave a scathing review. Please BE WARNED before you buy it, research into how bad it is.",169,2024-10-08T03:54:32Z,UgxvjFR07KwTB5qvSg14AaABAg
@peacue7431,Cant spell FELON without ELON.,1496,2024-10-08T03:50:14Z,UgxfjYmpSzOLHbSUHiN4AaABAg
@GhastlyGhostrider,Musk  Trump proves that money cant buy brains...,707,2024-10-08T03:46:46Z,UgzVy9xXOgXflXSfbS14AaABAg
@richardschreiber1,What a joke Musk has become,1236,2024-10-08T03:43:51Z,UgwyJ4Z7T29SfEfpAr94AaABAg
@michaelsotomayor5001,I registered to vote today. We cannot let ridiculous be a word to describe our politics,725,2024-10-08T03:43:25Z,Ugz3ptH5Gq6xKufyx154AaABAg
@Eidlones,"As a Canadian, if trump wins again, Ill have officially given up on your country. Voting him in once is a stumble. Voting him in twice, is revealing.",2107,2024-10-08T03:36:19Z,UgzNOiiYUCWY40UNSql4AaABAg
@lonewolffang,"I dont know about dark maga, but dork maga sounds more accurate.",698,2024-10-08T03:34:44Z,Ugx7ZFxirSTVtzqy2y94AaABAg
@jjoe7078,Thank you for debunking this BS.  Just donated a few bucks to North Carolina democrats from California..  lets win this!,1726,2024-10-08T03:34:00Z,Ugy6lw244TbPUxOUe3N4AaABAg
@clearwatervalleythrift,Elon Musk grew up in South Africa during apartheid. His dad was a piece of work Elons family and employees say that Elon turns dark right before going off on one of his abusive tirades. So calling himself dark is nothing new to him. Free Speech ,1089,2024-10-08T03:32:07Z,Ugx6miMobPIGSTuZzD54AaABAg
@JerridFoiles,"This is EXACTLY why when people try to label Elon Musk a genius, I HARD DISAGREE. Now Jon Stewart, on the other hand...",283,2024-10-08T03:31:27Z,UgyJl1UtC1YPCBZkeJp4AaABAg
@LiliTruli,Elon reminds me of Tom Cruise jumping on Oprahs sofa.,656,2024-10-08T03:31:16Z,Ugy2U9DmSi7M2XHOsDR4AaABAg
@AtomicSpaceWizard.,I am the voice of the people! screams the man sharing a stage with the worlds richest person.,3467,2024-10-08T03:29:24Z,Ugz31xXGWelYfPsBxjN4AaABAg
@layhdejjj9707,Cut Elons government funding,213,2024-10-08T03:28:28Z,UgyjvF41yTLr8-1RmFl4AaABAg
@rockdocandlittlebird,"Fun fact.  You cannot block Elon on Twitter.  Ive tried, at least three times and every time it vanishes.  Talk about ego.",776,2024-10-08T03:24:28Z,Ugzzkojwz_Whf2At26l4AaABAg
@HylianFox3,Free speech should not be determined by who has the guns and who doesnt,891,2024-10-08T03:19:45Z,UgwhbiY1VuKFopyjEn14AaABAg
@fantahannah3659,Jon is a torch in the political darkness,404,2024-10-08T03:17:45Z,UgxpPiDyahvdZWd170V4AaABAg
